Mobile Medical Van,Mobile Unit,0,Mobile Road,Cape Town,Western Cape,7490,Cape Town,-33.971099,18.5863365
Ukiah,1120 South Dora Street,1120,South Dora Street,Ukiah,California,95482,Mendocino County,39.1361755,-123.2105368
Anaheim WIC Center,"1120 W. La Palma Avenue 2nd Floor, Suite 12",1120,West La Palma Avenue,Anaheim,California,92801,Orange County,33.846648,-117.932634
Escondido WIC,1130 East Washington Avenue Suite K,1130,East Washington Avenue,Escondido,California,92025,San Diego County,33.1324103,-117.0691783
Central Facilities Center,1133 Rhea Street,1133,Rhea Street,Long Beach,California,90806,Los Angeles County,33.7926913,-118.1782735
Simi Valley Public Health Center,1133B East Los Angeles Avenue Suite B,1133,East Los Angeles Avenue,Simi Valley,California,93065,Ventura County,34.2718073,-118.7778385
Santa Ana,1134 East 17th Street,1134,East 17th Street,Santa Ana,California,92701,Orange County,33.759556,-117.8546973
Franklin Center - OPENS IN SEPT. 2012,1136 E Montecito Street,1136,East Montecito Street,Santa Barbara,California,93103,Santa Barbara County,34.4270212,-119.6793993
Lone Pine WIC,1150 Goodwin Road,1150,Goodwin Road,Lone Pine,California,93545,Inyo County,36.5944977,-118.0512186
Folsom WIC Office Mercy Village Folsom Housing,1160 Duchow Way,1160,Duchow Way,Folsom,California,95630,Sacramento County,38.6735005,-121.1615886
Sylmar/San Fernando,1161 N. Maclay Avenue Suite B,1161,North Maclay Avenue,San Fernando,California,91340,Los Angeles County,34.2959603,-118.4245
Atwater WIC Program,1160-1170 3rd Street,1170,3rd Street,Atwater,California,95301,Merced County,37.3472901,-120.6083988
Delano MESC,1201 Jefferson Street,1201,Jefferson Street,Delano,California,93215,Kern County,35.772009,-119.245342
Downtown Redding Center WIC,1220 Sacramento Street,1220,Sacramento Street,Redding,California,96001,Shasta County,40.5825072,-122.3875181
Hemlock WIC,1220 Hemlock Way,1220,West Hemlock Way,Santa Ana,California,92707,Orange County,33.7094544,-117.8846289
Merced WIC and Administrative Offices,1235 West Main Street,1235,West Main Street,Merced,California,95340,Merced County,37.3058241,-120.4946184
West Shores WIC,1289 South Marina Drive Suite A,1289,South Marina Drive,Thermal,California,92274,Imperial County,33.3207012,-115.9448167
Blythe Health Center,1293 West Hobson Way,1293,West Hobsonway,Blythe,California,92225,Riverside County,33.6101806,-114.6093442
Arvin Community Health Center,1305 Bear Mountain Boulevard,1305,Bear Mountain Boulevard,Arvin,California,93203,Kern County,35.2084873,-118.839518
Calistoga Community Center Calistoga WIC Clinic,1307 Washington Street,1307,Washington Street,Calistoga,California,94515,Napa County,38.5788694,-122.579914
Corona West WIC Clinic,1307 West 6th Street Suites 124,1307,West 6th Street,Corona,California,92882,Riverside County,33.8781154,-117.5895753
Borrego Springs,1315 Palm Canyon Road,1315,Palm Canyon Drive,Borrego Springs,California,92004,San Diego County,33.254976,-116.346818
Orange & Butler Community Health Center WIC,1350 S. Orange Avenue,1350,South Orange Avenue,Fresno,California,93702,Fresno County,36.7288937,-119.7640931
Ocean Park Health Center,1351 - 24th Avenue,1351,24th Avenue,San Francisco,California,94122,San Francisco County,37.7623921,-122.4826004
El Dorado County Department of Human Services,1360 Jonhson Boulevard,1360,Johnson Boulevard,South Lake Tahoe,California,96150,El Dorado County,38.933032,-119.971636
Healdsburg,1381 University Street,1381,University Street,Healdsburg,California,95448,Sonoma County,38.6206579,-122.8633645
San Miguel WIC,1383 Mission,1383,Mission Street,San Miguel,California,93451,San Luis Obispo County,35.7524519,-120.6963599
Oakdale WIC Program,"1405 West ""F"" Street",1405,West F Street,Oakdale,California,95361,Stanislaus County,37.7597049,-120.8620979
Susanville - Main Office,1410 Chestnut Street,1410,Chestnut Street,Susanville,California,96130,Lassen County,40.42393,-120.6501297
Family Health Center WIC,1414 North California Street,1414,North California Street,Stockton,California,95202,San Joaquin County,37.9675637,-121.2880432
Ceres Medical Office,1424 Mitchell Road,1424,Mitchell Road,Modesto,California,95351,Stanislaus County,37.610346,-120.937923
DHC Edison Health Center,1425 South Center Street,1425,South Center Street,Stockton,California,95206,San Joaquin County,37.9362022,-121.2891519
Fortuna WIC,1426 Main Street,1426,Main Street,Fortuna,California,95540,Humboldt County,40.5979373,-124.1518888
Ashlan/West,1426 W. Ashlan Avenue,1426,West Ashlan Avenue,Fresno,California,93705,Fresno County,36.7942836,-119.8271734
First Presbyterian Church,1428 Spring Street,1428,Spring Street,Saint Helena,California,94574,Napa County,38.502002,-122.470286
Dinuba WIC,1433 East El Monte,1433,East El Monte Way,Dinuba,California,93618,Tulare County,36.5458669,-119.380193
"Community Resource Project, Inc",1440 Ethan Way,1440,Ethan Way,Sacramento,California,95825,Sacramento County,38.5917297,-121.4186649
Sutter County Health Department,1445 Veterans Memorial Circle,1445,Veterans Memorial Circle,Yuba City,California,95993,Sutter County,39.1447386,-121.6380095
McKinleyville Clinic,1450 Hiller Road,1450,Hiller Road,McKinleyville,California,95519,Humboldt County,40.941712,-124.106981
Santa Rosa Clinic,1450 Guerneville Road,1450,Guerneville Road,Santa Rosa,California,95403,Sonoma County,38.4566632,-122.7343426
SAC - North/English,1455 East Third Street,1455,East 3rd Street,San Bernardino,California,92410,San Bernardino County,34.1040248,-117.2556297
SAC - Norton/Spanish,1455 East 3rd Street,1455,East 3rd Street,San Bernardino,California,92410,San Bernardino County,34.1040248,-117.2556297
Indian Hill WIC Center,1460 East Holt Ave Suite 194,1460,East Holt Avenue,Pomona,California,91767,Los Angeles County,34.0620445,-117.7201733
North Riverside WIC Clinic,1465 Spruce Street,1465,Spruce Street,Riverside,California,92507,Riverside County,33.9911817,-117.343164
Oak Circle Church - Arnold,1483 Oak Circle,1483,Oak Circle,Arnold,California,95223,Calaveras County,38.2543161,-120.355237
Chinatown Public Health Center,1490 Mason Street,1490,Mason Street,San Francisco,California,94133,San Francisco County,37.7970036,-122.4118344
"StrongKids Medical Group, Inc./Strong Families Medical Group, Inc.",1491 East La Palma Avenue Suite C,1491,East La Palma Avenue,Anaheim,California,92805,Orange County,33.8476235,-117.8982449
Community Hospital,1505 17th Street Suite 1,1505,West 17th Street,San Bernardino,California,92411,San Bernardino County,34.130193,-117.3184407
Delano Community Health Center,1508 Garces Highway,1508,Garces Highway,Delano,California,93215,Kern County,35.7611681,-119.2368442
Palm Springs Health Center,1515 N. Sunrise Way,1515,North Sunrise Way,Palm Springs,California,92262,Riverside County,33.843665,-116.5285143
Rialto WIC Office,1515 Riverside Avenue,1515,Riverside Avenue,Rialto,California,92376,San Bernardino County,34.1278657,-117.3703962
Silver Avenue Family Health Center,1525 Silver Avenue,1525,Silver Avenue,San Francisco,California,94134,San Francisco County,37.7323381,-122.4066361
Highland WIC Office,1535 E Highland Avenue,1535,East Highland Avenue,San Bernardino,California,92404,San Bernardino County,34.134855,-117.253502
Main Office,1535 East Highland Avenue,1535,East Highland Avenue,San Bernardino,California,92404,San Bernardino County,34.134855,-117.253502
East Shaw,1551 E Shaw Suite 128,1551,East Shaw Avenue,Fresno,California,93710,Fresno County,36.8079911,-119.7607142
Reedley,1560 East Manning Avenue,1560,East Manning Avenue,Reedley,California,93654,Fresno County,36.6041688,-119.4319849
Bakersfield High School,1600 East Truxton Avenue,1600,East Truxtun Avenue,Bakersfield,California,93305,Kern County,35.3734841,-118.9791641
DHC - Sierra Vista,1604 East Eleventh Street,1604,East 11th Street,Stockton,California,95206,San Joaquin County,37.9281607,-121.261615
Family Health Center WIC,1611 First Street,1611,1st Street,Bakersfield,California,93304,Kern County,35.3548538,-119.0204494
KCEOC Medical Center,1611 First Street,1611,1st Street,Bakersfield,California,93304,Kern County,35.3548538,-119.0204494
American Indian Health Project,1617 30th Street,1617,30th Street,Bakersfield,California,93301,Kern County,35.3865129,-119.0205066
Pico Union,1619 West Pico Blvd,1619,West Pico Boulevard,Los Angeles,California,90015,Los Angeles County,34.0451672,-118.2775496
Alviso Health Clinic,1621 Gold Street,1621,Gold Street,San Jose,California,95002,Santa Clara County,37.4247859,-121.9754397
IHC-Silver Creek WIC,1642 E Capitol Expressway,1642,Capitol Expressway,San Jose,California,95121,Santa Clara County,37.3058949,-121.8105781
Turlock WIC Program,1125 North Golden State Suites A & B,1645,Countryside Drive,Turlock,California,95380,Stanislaus County,37.508247,-120.8761964
Torrance WIC Center,"1640-1648 Carson Street Unit G, F",1648,West Carson Street,Torrance,California,90501,Los Angeles County,33.8312724,-118.3083129
Ciquena Women's Health Center,1648 E Lincoln Avenue,1648,East Lincoln Avenue,Anaheim,California,92805,Orange County,33.839701,-117.893929
Washington WIC Center,1649 West Washington Boulevard,1649,West Washington Boulevard,Los Angeles,California,90006,Los Angeles County,34.0404257,-118.2930133
Indian Health Center,1685 Westwood Drive Suite 4,1685,Westwood Drive,San Jose,California,95125,Santa Clara County,37.3030199,-121.915146
Santa Ana East WIC Center,1701 South Grand Avenue,1701,South Grand Avenue,Santa Ana,California,92705,Orange County,33.725337,-117.850096
Ramona,1721 Main Street Suite 110,1721,Main Street,Ramona,California,92065,San Diego County,33.0359198,-116.879976
County of Orange HCA WIC,1725 West 17th Street Room 101 G,1725,West 17th Street,Santa Ana,California,92706,Orange County,33.7606975,-117.8926087
Whitney Young Family Health Clinic WIC,1755 Maple Street,1755,West Maple Street,San Bernardino,California,92411,San Bernardino County,34.1146106,-117.3258959
Novato Wellness Center,1767 Grant Avenue,1767,Grant Avenue,Novato,California,94945,Marin County,38.1081543,-122.580013
Gilbert South (Trident Education Center),1800 West Ball Road,1800,West Ball Road,Anaheim,California,92804,Orange County,33.8174722,-117.9475464
Bakersfield College,1801 Panorama Drive,1801,Panorama Drive,Bakersfield,California,93305,Kern County,35.4077288,-118.9686012
La Cienega WIC Center,1801 S La Cienga Boulevard,1801,South La Cienega Boulevard,Los Angeles,California,90035,Los Angeles County,34.0442454,-118.3775121
Logan Heights Family Health Center,1809 National Avenue,1809,National Avenue,San Diego,California,92113,San Diego County,32.7014998,-117.1466065
Dos Palos WIC,1813 Blossom Street,1813,Blossom Street,Dos Palos,California,93620,Merced County,36.9859169,-120.6259071
Visalia,1819 N. Dinuba Boulevard,1819,North Dinuba Boulevard,Visalia,California,93291,Tulare County,36.3454931,-119.2978751
Tarpey,1840 Ashlan Avenue,1840,Ashlan Avenue,Clovis,California,93611,Fresno County,36.793647,-119.681228
St. Andrew Place WIC Center,1836-1840 West Imperial Highway,1840,West Imperial Highway,Los Angeles,California,90047,Los Angeles County,33.9308662,-118.3099375
Pasadena Community Health Center,1845 North Fair Oaks Ave,1845,North Fair Oaks Avenue,Pasadena,California,91103,Los Angeles County,34.1777736,-118.1511928
Walnut Street Complex,1850 Walnut Street Suite H,1850,Walnut Street,Red Bluff,California,96080,Tehama County,40.1686594,-122.2548586
FCC WIC,1853 McKinley Avenue,1853,East McKinley Avenue,Fresno,California,93703,Fresno County,36.7653447,-119.7886589
North Pomona WIC,1890 N Garey Avenue,1890,North Garey Avenue,Pomona,California,91767,Los Angeles County,34.080211,-117.752223
Oceanside WIC Office,"1906 Oceanside Boulevard T, U, V",1906,Oceanside Boulevard,Oceanside,California,92054,San Diego County,33.1940994,-117.3563221
Downtown Executive Plaza / Heart,1920 Mariposa Mall Suite 120,1920,Mariposa Mall,Fresno,California,93721,Fresno County,36.7333087,-119.7918386
Downtown Executive Plaza/Flower,1920 Mariposa Mall Suite 120,1920,Mariposa Mall,Fresno,California,93721,Fresno County,36.7333087,-119.7918386
Downtown Executive Plaza/Star,1920 Mariposa Mall Suite 120,1920,Mariposa Mall,Fresno,California,93721,Fresno County,36.7333087,-119.7918386
Seaside WIC,1942 Fremont Boulevard,1942,Fremont Boulevard,Seaside,California,93955,Monterey County,36.6174574,-121.8407996
"Wattshealth Foundation, Inc. Adams Site - WIC",1985 West Adams Boulevard,1985,West Adams Boulevard,Los Angeles,California,90018,Los Angeles County,34.0332235,-118.3081927
Pleasanton WIC Program,1991 Santa Rita Road Suite H,1991,Santa Rita Road,Pleasanton,California,94566,Alameda County,37.6792618,-121.875452
34th Street Neighborhood Health Center,2000 Physicians Plaza,2000,Physicians Boulevard,Bakersfield,California,93301,Kern County,35.3968236,-119.0085944
Marengo WIC Center,2032 Marengo Street Room 115,2032,Marengo Street,Los Angeles,California,90033,Los Angeles County,34.0564801,-118.207638
Coalition United for Families ( CUFF ),2044 Fair Street,2044,Fair Street,Stockton,California,95206,San Joaquin County,37.9338559,-121.2646984
Ponderosa Park Family Resource Center WIC,2100 South Haster Street,2100,South Haster Street,Anaheim,California,92802,Orange County,33.7961129,-117.9063534
SCHSSD - FF Solano County Health And Social Services Department,2101 Courage Drive,2101,Courage Drive,Fairfield,California,94533,Solano County,38.2364855,-122.067584
8Th Street WIC Center,2120 West 8th Street 1St Floor,2120,West 8th Street,Los Angeles,California,90057,Los Angeles County,34.0550281,-118.2787573
West Facilities Center,2125 Santa Fe Avenue,2125,Santa Fe Avenue,Long Beach,California,90810,Los Angeles County,33.7955199,-118.216016
Betteravia WIC,2125 South Centerpointe Parkway Suite 302,2125,Centerpointe Parkway,Santa Maria,California,93455,Santa Barbara County,34.921756,-120.4289918
Ball Road WIC,2137 East Ball Road,2137,East Ball Road,Anaheim,California,92806,Orange County,33.818104,-117.8864918
East Palo Alto WIC,2160 Euclid Avenue,2160,Euclid Avenue,East Palo Alto,California,94303,San Mateo County,37.4635041,-122.1432475
San Luis Obispo Health Department,2180 Johnson Avenue,2180,Johnson Avenue,San Luis Obispo,California,93401,San Luis Obispo County,35.2748961,-120.6460904
White Rock Village Apartments,2200 Valley View Parkway,2200,Valley View Parkway,El Dorado Hills,California,95762,El Dorado County,38.6436452,-121.0592401
Mission Mesa,2210 Mesa Drive Suite 2,2210,Mesa Drive,Oceanside,California,92054,San Diego County,33.2082912,-117.3579969
San Mifuel Clinic,2210 East Highland Avenue Suite 200,2210,East Highland Avenue,San Bernardino,California,92404,San Bernardino County,34.1364892,-117.2398053
South Pomona WIC Center,2232 South Garey Avenue,2232,South Garey Avenue,Pomona,California,91766,Los Angeles County,34.0309115,-117.7490768
North Oxnard Public Health Center,2240 East Gonzalez Road Suite 170,2240,East Gonzales Road,Oxnard,California,93036,Ventura County,34.217928,-119.1469256
Palmdale WIC Office,2247 East Palmdale Boulevard,2247,East Palmdale Boulevard,Palmdale,California,93550,Los Angeles County,34.580511,-118.088103
Pittsburg WIC Office,2311 Loveridge Road,2311,Loveridge Road,Pittsburg,California,94565,Contra Costa County,38.0067455,-121.8694854
Montebello WIC Center,2313 Whittier Boulevard,2313,Whittier Boulevard,Montebello,California,90640,Los Angeles County,34.0139305,-118.1268626
Lincoln WIC Center,2323 West Lincoln Ave Suite 135,2323,West Lincoln Avenue,Anaheim,California,92801,Orange County,33.8328295,-117.9644467
Livingston WIC,2335 F Street,2335,F Street,Livingston,California,95334,Merced County,37.3823631,-120.7122264
Redwood City WIC,2342 El Camino Real Suite 200,2342,El Camino Real,Redwood City,California,94063,San Mateo County,37.4747478,-122.2198683
Napa County WIC Program,2344 Old Sonoma Road Building G,2344,Old Sonoma Road,Napa,California,94559,Napa County,38.2886854,-122.2982354
Paradise Valley Wellness Center,2345 E 8th Street Suite 100,2345,East 8th Street,National City,California,91950,San Diego County,32.6828121,-117.0825877
Concord WIC Office,2355 Stanwell Circle,2355,Stanwell Circle,Concord,California,94520,Contra Costa County,37.98254,-122.048899
South Bakersfield Community Health Center,2400 Wible Road Suite 14,2400,Wible Road,Bakersfield,California,93304,Kern County,35.332872,-119.038495
Southeast Health Center,2401 Keith Street,2401,Keith Street,San Francisco,California,94124,San Francisco County,37.7257196,-122.3918908
Woodbridge Medical Group,2401 West Turner Road #470,2401,West Turner Road,Lodi,California,95242,San Joaquin County,38.1460569,-121.3059456
VHC Bascom,2406 Clove Drive Building T41,2406,Clove Drive,San Jose,California,95128,Santa Clara County,37.3120363,-121.9372935
Food Bank,2424 Cottonwood Road,2424,Cottonwood Road,Bakersfield,California,93307,Kern County,35.328313,-118.9847849
Marks,2482 N. Marks Avenue,2482,North Marks Avenue,Fresno,California,93722,Fresno County,36.773274,-119.843505
Chico,2491 Carmichael Drive Suite 400,2491,Carmichael Drive,Chico,California,95928,Butte County,39.7157617,-121.8044132
Lakeshore WIC,2499 East Lakeshore Drive Suite B,2499,East Lakeshore Drive,Lake Elsinore,California,92530,Riverside County,33.659277,-117.302212
South Oxnard Public Health Center,2500 C Street Suite A,2500,South C Street,Oxnard,California,93033,Ventura County,34.1773859,-119.1813077
Mount Vernon,2509 Mount Vernon Avenue,2509,Mount Vernon Avenue,Bakersfield,California,93306,Kern County,35.3909377,-118.965899
Benton Park WIC Office,2519 South H Street,2519,South H Street,Bakersfield,California,93304,Kern County,35.3313287,-119.0213244
North Bakersfeild WIC Office,2525 North Chester Avenue,2525,North Chester Avenue,Bakersfield,California,93308,Kern County,35.429607,-119.022208
City of Long Beach Department of Health and Human Services,2525 Grand Avenue,2525,Grand Avenue,Long Beach,California,90815,Los Angeles County,33.8026766,-118.1487985
San Francisco General Hospital,"2550 - 23rd Street Building 9, Room 125",2550,23rd Street,San Francisco,California,94110,San Francisco County,37.7546347,-122.4054732
El Centro WIC Clinic,2600 Thomas Drive,2600,Thomas Drive,El Centro,California,92243,Imperial County,32.769869,-115.5577008
Santa Monica WIC,2606 Pico Boulevard,2606,Pico Boulevard,Santa Monica,California,90405,Los Angeles County,34.0232864,-118.4622005
Martin Luther King Jr. School,2640 East Lafayette Street,2640,East Lafayette Street,Stockton,California,95205,San Joaquin County,37.958788,-121.249896
Sanger,2652 Jensen Avenue,2652,Jensen Avenue,Sanger,California,93657,Fresno County,36.7068416,-119.5752137
Live Oak,2670 Myrtle Street,2670,Myrtle Street,Live Oak,California,95953,Sutter County,39.2805449,-121.663199
Selma,2701 Whitson Street,2701,Whitson Street,Selma,California,93662,Fresno County,36.5739772,-119.6222543
"La Clinica de La Raza, Inc.",2716 International Boulevard,2716,International Boulevard,Oakland,California,94601,Alameda County,37.7806967,-122.2309522
Mercy Hospital - WIC Program,2740 M Street,2740,M Street,Merced,California,95340,Merced County,37.3121296,-120.4779993
Elm Community Health Center WIC,2790 S. Elm Avenue,2790,South Elm Avenue,Fresno,California,93706,Fresno County,36.7004169,-119.791346
1st Street WIC Center,2798 E. 1st Street,2798,East 1st Street,Los Angeles,California,90033,Los Angeles County,34.04115,-118.2047263
Rosamond Parks & Recreation Building,2861 Diamond Street,2861,Diamond Street,Rosamond,California,93560,Kern County,34.862166,-118.16453
Anderson WIC,2889 East Center Street,2889,East Center Street,Anderson,California,96007,Shasta County,40.449356,-122.298082
Comprecare Health Center,3030 Alum Rock Avenue,3030,Alum Rock Avenue,San Jose,California,95127,Santa Clara County,37.364498,-121.8288
Banning Health Center,3055 West Ramsey Street,3055,West Ramsey Street,Banning,California,92220,Riverside County,33.9261147,-116.9102638
North Park WIC,3078 El Cajon Boulevard Suite 100,3078,El Cajon Boulevard,San Diego,California,92104,San Diego County,32.755725,-117.128223
Native American Health Center - Oakland,3124 International Boulevard Room 103,3124,International Boulevard,Oakland,California,94601,Alameda County,37.7780883,-122.2263538
Ventura Public Health Center,3147 Loma Vista Road,3147,Loma Vista Road,Ventura,California,93003,Ventura County,34.2762095,-119.2541106
Southeast San Diego Health Center,3177 Oceanview Boulevard,3177,Ocean View Boulevard,San Diego,California,92113,San Diego County,32.7010035,-117.1259162
Marin Health and Wellness Campus,3250 Kerner Boulevard,3250,Kerner Boulevard,San Rafael,California,94901,Marin County,37.961303,-122.500541
South Gate WIC Site,3357 Tweedy Boulevard,3357,Tweedy Boulevard,South Gate,California,90280,Los Angeles County,33.9448423,-118.2100028
Oak Park WIC Office,3415 Martin Luther King Jr. Boulevard,3415,Martin Luther King Junior Boulevard,Sacramento,California,95817,Sacramento County,38.5434392,-121.4640932
El Monte Valley WIC Center,3560 Santa Anita Avenue Suite G,3560,Santa Anita Avenue,El Monte,California,91731,Los Angeles County,34.0743502,-118.04059
Lake Tulloch Bible Church,3566 Spangler Lane,3566,Spangler Lane,Copperopolis,California,95228,Calaveras County,37.937348,-120.603089
North Oakland Office (Telegraph),3600 Telegraph Avenue,3600,Telegraph Avenue,Oakland,California,94609,Alameda County,37.824868,-122.2652317
First Street WIC,3636 North First Street Suite 132,3636,North 1st Street,Fresno,California,93726,Fresno County,36.7833613,-119.771505
Angelus Plaza WIC,3648 Olympic Boulevard,3648,East Olympic Boulevard,Los Angeles,California,90023,Los Angeles County,34.0188026,-118.1988548
WIC Administration Office,3660 7th Avenue 2nd Floor,3660,7th Avenue,San Diego,California,92103,San Diego County,32.7444658,-117.1586971
Rodeo Wic Center,3667 Crenshaw Boulevard,3667,Crenshaw Boulevard,Los Angeles,California,90016,Los Angeles County,34.0211041,-118.3351105
Marine Corps Recruit Depot (MCRD),3800 Chosin Avenue Bldg. 7 West,3800,Chosin Avenue,San Diego,California,92140,San Diego County,32.7439593,-117.2004205
Lynwood WIC Site,3811 Martin Luther King Jr. Boulevard,3811,Martin Luther King Junior Boulevard,Lynwood,California,90262,Los Angeles County,33.9289296,-118.198009
41st Avenue Office,3821 41st Avenue,3821,41st Avenue,Sacramento,California,95824,Sacramento County,38.516047,-121.46397
Fremont WIC,3845 Beacon Avenue Suite A,3845,Beacon Avenue,Fremont,California,94538,Alameda County,37.5480284,-121.9837515
Lucerne Lutheran Church WIC Office,3863 Country Club Drive,3863,Country Club Drive,Lucerne,California,95458,Lake County,39.090527,-122.791957
Maternal Child Health Center WIC Program,4050 Beyer Boulevard,4050,Beyer Boulevard,San Diego,California,92173,San Diego County,32.5582514,-117.0468516
Riverside County Health Services Agency Department of Public Health,4065 County Circle Drive,4065,County Circle Drive,Riverside,California,92503,Riverside County,33.9165987,-117.4601004
Figueroa Wic Site,4101 South Figueroa Street,4101,South Figueroa Street,Los Angeles,California,90037,Los Angeles County,34.0094769,-118.283133
North Park WIC,4101 30th Street Suite A,4101,30th Street,San Diego,California,92104,San Diego County,32.752388,-117.129807
Central Ave WIC,4150 South Central Avenue,4150,South Central Avenue,Los Angeles,California,90011,Los Angeles County,34.0082401,-118.2563044
Normandie WIC Center,4214 Beverly Boulevard Suites 205-206,4214,Beverly Boulevard,Los Angeles,California,90004,Los Angeles County,34.075949,-118.300961
Shasta Lake WIC,4216 Shasta Dam Boulevard,4216,Shasta Dam Boulevard,Shasta Lake,California,96019,Shasta County,40.680652,-122.3699891
Baldwin Park WIC Center,4239 Maine Avenue,4239,Maine Avenue,Baldwin Park,California,91706,Los Angeles County,34.0894631,-117.9604702
Avenue 43 WIC Center,4303-05 North Figueroa Street,4303,North Figueroa Street,Los Angeles,California,90065,Los Angeles County,34.0944366,-118.2085739
American Canyon City Hall,4381 Broadway Street Suite 100,4381,Broadway Street,American Canyon,California,94503,Napa County,38.1839365,-122.256027
Roosevelt,4403 E Tulare St,4403,East Tulare Avenue,Fresno,California,93702,Fresno County,36.7433705,-119.7520804
Transcultural Clinic,4422 North Pershing Avenue Suite D-5,4422,North Pershing Avenue,Stockton,California,95207,San Joaquin County,37.9859892,-121.3198809
Scripps Mercy City Heights,4440 Wightman Street Suite 200,4440,Wightman Street,San Diego,California,92105,San Diego County,32.7483545,-117.0992321
117th Street,4455 West 117th Street,4455,West 117th Street,Hawthorne,California,90250,Los Angeles County,33.9283975,-118.3540232
San Ysidro Health Center WIC Program,4494 Camino De La Plaza,4494,Camino De La Plaza,San Diego,California,92173,San Diego County,32.5445422,-117.0372412
Fountain WIC Center,4618 Fountain Avenue,4618,Fountain Avenue,Los Angeles,California,90029,Los Angeles County,34.0951916,-118.2900887
DHC Stockton Main,4662 Precissi Lane,4662,Precissi Lane,Stockton,California,95207,San Joaquin County,37.989484,-121.314565
Guadalupe Family Services,4681 - 11th Street,4681,11th Street,Guadalupe,California,93434,Santa Barbara County,34.973721,-120.57213
Culver City WIC Center,4700 Inglewood Boulevard #103,4700,Inglewood Boulevard,Culver City,California,90230,Los Angeles County,33.9939467,-118.41456
West Shaw Community Health Center WIC,4739 West Shaw Avenue Suite #110,4739,West Shaw Avenue,Fresno,California,93722,Fresno County,36.8075995,-119.8779857
Chino WIC Center,4774 Riverside Drive,4774,Riverside Drive,Chino,California,91710,San Bernardino County,34.019338,-117.700947
Dunsmuir Community Center,4835 Dunsmuir Avenue,4835,Dunsmuir Avenue,Dunsmuir,California,96025,Siskiyou County,41.2244269,-122.2759065
Murphy Canyon Housing Chapel of Light,4867 Santo Road,4867,Santo Road,San Diego,California,92124,San Diego County,32.8209999,-117.1034911
Lindhurst Family Health Center,4949 Olivehurst Avenue,4949,Olivehurst Avenue,Olivehurst,California,95961,Yuba County,39.0974476,-121.5515191
Kings Canyon,4995 E. Kings Canyon Suite 101,4995,East Kings Canyon Road,Fresno,California,93727,Fresno County,36.7359745,-119.7277185
Potawot Health Village,5000 Valley West Boulevard,5000,Valley West Boulevard,Arcata,California,95521,Humboldt County,40.9030366,-124.0822832
Santa Ana West WIC Center,5015 West Edinger Space M,5015,West Edinger Avenue,Santa Ana,California,92704,Orange County,33.7318981,-117.9356653
Coulterville WIC Old School House,5043 Broadway,5043,Broadway,Coulterville,California,95311,Mariposa County,37.714218,-120.195809
Mariposa WIC,5074 Hwy 49 N Suite D,5074,Golden Chain Highway,Mariposa,California,95338,Mariposa County,37.460363,-119.9439574
Feather River Hospital,5125 Skyway,5125,Skyway Road,Paradise,California,95969,Butte County,39.7464464,-121.640706
City of Long Beach North Service Center,5166 Atlantic Avenue,5166,Atlantic Avenue,Long Beach,California,90805,Los Angeles County,33.8502003,-118.1838806
Santa Barbara County Health/Carpinteria Clinic,5201 8th Street Suite 203,5201,8th Street,Carpinteria,California,93013,Santa Barbara County,34.3950559,-119.518431
Clairemont WIC Office,5222 Balboa Avenue Suite 22,5222,Balboa Avenue,San Diego,California,92117,San Diego County,32.8190444,-117.1839475
Rubidoux WIC,5256 Mission Blvd.,5256,Mission Boulevard,Riverside,California,92509,Riverside County,33.9917993,-117.3978248
Mesa Margarita Community Center San Luis Rey Valley Resource Center,5306 N River Road,5306,North River Road,Oceanside,California,92057,San Diego County,33.2564873,-117.2919547
Atascadero Health Department,5575 Capistrano Avenue,5575,Capistrano Avenue,Atascadero,California,93422,San Luis Obispo County,35.492635,-120.663437
North Highlands Clinic,5655 Hillsdale Boulevard #1,5655,Hillsdale Boulevard,Sacramento,California,95842,Sacramento County,38.6713336,-121.3603159
Easton,5716 South Elm Street,5716,South Elm Avenue,Fresno,California,93706,Fresno County,36.652513,-119.790508
University WIC Clinic,5821 University Avenue,5821,University Avenue,San Diego,California,92115,San Diego County,32.7483745,-117.0713634
Northeast WIC Office,5913 # 3 Niles Street,5913,Niles Street,Bakersfield,California,93306,Kern County,35.3761919,-118.918317
Van Ness WIC Center,5940 Santa Monica Boulevard,5940,Santa Monica Boulevard,Los Angeles,California,90038,Los Angeles County,34.09073,-118.3192625
Marin Community Clinics - Novato Clinic,6100 RedwoodBoulevard,6100,Redwood Boulevard,Novato,California,94945,Marin County,38.0964925,-122.5630725
Mountain Community Resources,6134 Highway 9,6134,Highway 9,Felton,California,95018,Santa Cruz County,37.0501966,-122.0732893
Buena Park WIC,6301 Beach Boulevard # 103,6301,Beach Boulevard,Buena Park,California,90621,Orange County,33.868851,-117.9987705
Kern Valley Medical Group,6310 Lake Isabella Boulevard,6310,Lake Isabella Boulevard,Lake Isabella,California,93240,Kern County,35.6275853,-118.4734609
Georgetown Community Facility,6329 Lower Main Street,6329,Lower Main Street,Georgetown,California,95634,El Dorado County,38.905206,-120.84057
Pollock Pines Community Church,6361 Pony Express Trail,6361,Pony Express Trail,Pollock Pines,California,95726,El Dorado County,38.7629172,-120.5831622
North Hollywood,6420 Bellingham Avenue,6420,Bellingham Avenue,Los Angeles,California,91606,Los Angeles County,34.1873827,-118.3984755
